frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
3.399927758022455464e+02,4.042285172387893157e-07,7.210397803235206763e-04,8.932610248191263230e-03
3.411692213932568052e+02,3.282743331270279517e-07,7.831716736164494449e-04,5.193683521037736547e-03
3.423456669842680640e+02,3.302711361404723644e-07,9.566743896482136737e-04,7.383276953286859422e-03
3.435221125752792659e+02,3.438156423261817849e-07,1.031107156462229314e-03,3.256197299346686065e-03
3.446985581662904679e+02,5.329252879651340609e-07,1.248763711876501713e-03,1.296860053383002732e-02
3.458750037573017266e+02,7.297099074672145006e-07,1.501594532257181447e-03,2.995733544050335154e-03
3.470514493483129854e+02,7.986224599666743527e-07,1.582102283490152521e-03,1.392854595554639772e-02
3.482278949393241874e+02,7.046556902434342985e-07,1.438632164387484546e-03,1.317984674640999138e-02
3.494043405303353893e+02,4.013239149529018020e-07,8.496626511522639962e-04,6.901943396434215977e-03
3.505807861213466481e+02,8.873694614970442948e-08,3.756962544261081274e-04,2.030259743537429513e-03
3.517572317123579069e+02,2.878199219649585389e-07,1.035903619424316437e-03,9.654812817736575098e-03
3.529336773033691088e+02,5.148614254999990756e-07,1.784440721850103764e-03,1.410334767942234870e-02
3.541101228943803108e+02,5.339429688382384112e-07,1.874568674689329429e-03,1.523718541219556445e-02
3.552865684853915695e+02,4.658024504609032329e-07,1.517757258520765345e-03,9.236710003357751983e-03
3.564630140764028283e+02,4.661483467018885154e-07,1.346791065408213094e-03,4.384326173405114074e-03
3.576394596674140303e+02,4.021392064398953427e-07,1.396054766942829645e-03,6.862664765044550370e-03
3.588159052584252322e+02,1.965120879927432649e-07,1.177871273874610963e-03,7.378969075707206976e-03
3.599923508494364910e+02,8.409551521541108130e-08,8.284775538091672430e-04,3.864408409621655337e-03
3.611687964404477498e+02,3.815056624164160808e-07,3.288862873141031951e-04,6.050914067249951386e-03
3.623452420314589517e+02,6.285610901726124983e-07,7.935442689683648099e-04,9.453728939909878878e-03
3.635216876224701537e+02,6.647283805532150026e-07,9.238951819267054609e-04,4.699769499592082456e-03
3.646981332134814124e+02,5.663672280559466437e-07,7.481893858550204765e-04,5.940058085171955223e-03
3.658745788044926712e+02,3.859936622693018701e-07,5.838974954316813537e-04,8.477849620061897419e-04
3.670510243955038732e+02,7.755960199492790040e-08,4.667001765529649703e-04,7.560228379957330790e-03
3.682274699865150751e+02,1.237370506499735255e-07,4.632344195774036133e-04,8.386153338388926612e-03
3.694039155775263339e+02,2.512382827111283969e-07,4.760453079526363461e-04,7.716146910286381978e-03
3.705803611685375927e+02,3.705968656203975890e-07,5.426872871014632935e-04,1.196006411092215716e-03
3.717568067595487946e+02,3.182238072182451254e-07,6.319752584233037044e-04,5.456933285073658872e-03
3.729332523505599966e+02,2.607920335800294324e-07,7.641625108130025530e-04,4.290427462465308539e-03
3.741096979415712553e+02,3.155586240427280868e-07,9.027287617269060460e-04,9.613177254070858629e-03
3.752861435325825141e+02,3.278312266201064068e-07,7.864544862836182065e-04,1.609209099927174161e-02
3.764625891235937161e+02,2.882841938664603373e-07,5.839446677264319586e-04,9.875864877453375407e-03
3.776390347146049180e+02,1.778120323898355994e-07,3.329769415927202620e-04,4.359220497992473235e-03
3.788154803056161768e+02,3.425363371779172282e-08,1.410660104787921987e-04,3.721460364256820239e-03
3.799919258966274356e+02,9.233205044898964478e-08,1.540132307742891546e-04,5.266551647212188748e-03
3.811683714876386375e+02,2.378810423285083394e-07,4.366340067640135376e-04,4.344638691788109061e-03
3.823448170786498395e+02,3.252188498393257450e-07,5.949388846663546462e-04,6.579544242163084394e-03
3.835212626696610982e+02,4.399592232589355011e-07,9.406800297961021625e-04,5.234592008202389873e-03
3.846977082606723570e+02,3.308640192985501626e-07,6.496652853767100099e-04,5.919691386283044109e-03
3.858741538516835590e+02,2.098723524001979424e-07,2.052736062591783419e-04,6.263288543124719346e-03
3.870505994426947609e+02,6.374581784301033990e-08,3.659471947735908493e-04,2.118645487762561841e-03
3.882270450337060197e+02,2.455003609087828703e-07,9.872564925974627609e-04,6.433642503625518726e-03
3.894034906247172785e+02,5.501260715774291943e-07,1.718399689707246188e-03,1.431844766510370973e-02
3.905799362157284804e+02,6.388284661393671526e-07,2.054044816182025272e-03,1.324432305293280106e-02
3.917563818067396824e+02,5.902546079501283622e-07,2.164960123322982530e-03,1.017479872504071202e-02
3.929328273977509411e+02,4.320070522967102566e-07,2.000129042536343167e-03,1.132603060153541778e-02
3.941092729887621999e+02,2.906047231530578493e-07,1.502100104879535748e-03,7.041254100321832701e-03
3.952857185797734019e+02,2.246538110654158487e-07,7.888744659526761380e-04,1.657919390338963945e-03
3.964621641707846038e+02,4.799013551779465686e-08,2.148053553428723287e-04,3.072012733224367773e-03
3.976386097617958626e+02,1.771233363124095656e-07,5.157824245221458463e-04,6.997737734858805285e-03
3.988150553528071214e+02,4.159758939232167591e-07,9.025843680195696833e-04,4.025640495756701784e-03
3.999915009438183233e+02,5.626350821912772067e-07,1.093067872598501786e-03,1.349216684564952425e-02
4.011679465348295253e+02,5.286330130557950268e-07,9.798082491695506418e-04,1.311241115503480360e-02
4.023443921258407840e+02,2.554201617978615682e-07,3.731996785798984920e-04,8.812159941295761786e-03
4.035208377168520428e+02,1.355794918350431498e-07,1.809743641390731755e-04,3.152910669021819368e-03
4.046972833078632448e+02,2.988875850554141919e-07,7.214898338705170869e-04,1.005844076298928295e-02
4.058737288988744467e+02,4.472400165287595018e-07,1.036003926657262826e-03,7.794887458898868034e-03
4.070501744898857055e+02,4.594373381658397024e-07,9.988276470560134620e-04,5.331168953158602238e-03
4.082266200808969643e+02,4.286808793674144740e-07,8.521007302291498837e-04,6.217952864098926641e-03
4.094030656719081662e+02,2.235489811298287858e-07,3.600990066517727292e-04,1.961168496350159871e-03
4.105795112629193682e+02,1.204767861385020551e-07,1.658836569323616827e-05,7.355442186643901085e-03
4.117559568539306269e+02,1.005790510220515531e-07,8.619839420478998967e-05,7.761309373205374680e-03
4.129324024449418857e+02,5.339428281605492621e-08,3.018114163671409343e-04,3.875976681795998292e-03
4.141088480359530877e+02,1.651329971738916449e-07,1.704819405356568945e-04,8.615531435362998314e-03
4.152852936269642896e+02,2.595801092652042397e-07,2.056562984104733040e-04,3.137818530110901907e-03
4.164617392179755484e+02,2.459003387821933760e-07,1.296668241803973661e-04,4.678050198209320054e-03
4.176381848089868072e+02,3.535663950597328242e-07,1.588231285992233591e-04,7.743224645110919485e-04
4.188146303999980091e+02,4.191135731385775974e-07,2.535038310540502042e-04,3.039923435763953498e-03
4.199910759910092111e+02,4.538732746547219965e-07,3.394774958889776968e-04,7.300935534458443364e-03
4.211675215820204699e+02,4.682686706664396365e-07,6.090055888531131084e-04,6.737256406628385104e-03
4.223439671730317286e+02,4.016150688071818158e-07,9.039169912556649497e-04,3.611016598081090608e-03
4.235204127640429306e+02,2.963980988301584261e-07,1.072751875220806462e-03,9.620953261339713555e-03
4.246968583550541325e+02,2.051988547035037270e-07,1.142076170476669355e-03,1.074426351949527014e-02
4.258733039460653913e+02,2.313283274892273444e-07,1.187167144128794660e-03,9.205881575146384471e-03
4.270497495370766501e+02,3.965767546130415770e-07,1.446225990276604409e-03,1.055244691032199839e-02
4.282261951280878520e+02,5.855463343026712244e-07,1.742332508233886482e-03,1.528437432567215405e-02
4.294026407190990540e+02,6.843400006096048464e-07,1.815904616160685971e-03,1.187409650619586539e-02
4.305790863101103128e+02,7.063540631986563744e-07,1.767790557225197394e-03,4.243784637369723417e-03
4.317555319011215715e+02,6.237180659662935430e-07,1.511785184109858083e-03,8.275899121907294778e-03
4.329319774921327735e+02,4.239387903626641191e-07,9.844097157285665832e-04,5.796717614247571052e-03
4.341084230831439754e+02,2.746525283391709969e-07,5.870239291009535015e-04,1.884922869617303501e-02
4.352848686741552342e+02,7.637788019063825002e-08,2.942324617893596925e-04,1.725222439004288344e-02
4.364613142651664930e+02,1.609115372544041949e-07,2.223726644612398053e-04,4.632333208572310228e-03
4.376377598561776949e+02,3.171910604093093261e-07,4.315072900173484347e-04,6.112995221341219199e-03
4.388142054471888969e+02,5.065924595249643508e-07,8.369137389369420187e-04,6.162233314595655549e-03
4.399906510382001557e+02,4.938845031420972435e-07,8.893449959574417640e-04,7.384997369362481488e-03
4.411670966292114144e+02,3.389244737091000308e-07,7.045497519723232290e-04,6.321825333614495938e-03
4.423435422202226164e+02,2.511427230453359450e-07,8.766273339706713704e-04,4.461796368181766836e-03
4.435199878112338183e+02,1.713403495702393551e-07,8.869302958470253384e-04,8.055505763142850259e-03
4.446964334022450771e+02,9.601225214809799401e-08,7.769404218201278163e-04,5.147517044533843518e-03
4.458728789932563359e+02,1.365475086220136171e-07,5.812196419341773704e-04,4.347895240852757935e-03
4.470493245842675378e+02,4.892462781970088140e-07,5.420802133061425115e-04,9.342728420661727470e-03
4.482257701752787398e+02,6.228636173085642014e-07,9.790478438758995310e-04,1.495224776951252325e-02
4.494022157662899986e+02,4.310368352961285755e-07,6.519129412035758403e-04,1.432933207599001828e-02
4.505786613573012573e+02,4.877118682373557487e-07,5.903812990731335114e-04,1.328238936728162733e-02
4.517551069483124593e+02,5.808265455315466926e-07,8.537210637573313310e-04,3.337417552923831795e-03
4.529315525393236612e+02,5.697818647638662722e-07,9.265441507599330318e-04,7.872785740693550097e-03
4.541079981303349200e+02,5.047179565212683434e-07,8.136853649061292658e-04,4.837647323909652179e-03
4.552844437213461788e+02,4.719794403790254877e-07,6.892042472315979430e-04,1.033565336005067350e-02
4.564608893123573807e+02,4.654571159675260877e-07,6.846271958803402035e-04,4.268640953323566550e-03
4.576373349033685827e+02,3.232786693780158320e-07,2.172236898739000346e-04,6.513178447421942921e-03
4.588137804943798415e+02,2.904423266752233443e-07,3.334406180418090886e-04,2.031986445760281500e-03
4.599902260853911002e+02,2.993619167223404501e-07,8.457305246260881726e-04,4.826977760751032138e-03
4.611666716764023022e+02,5.412692077437847239e-07,1.400762841905543602e-03,8.456204730243240810e-04
4.623431172674135041e+02,8.328898326966591500e-07,1.811547624203878847e-03,8.188546494756325858e-03
4.635195628584247629e+02,1.014210192320523920e-06,2.127180488624001286e-03,1.001664315936782665e-02
4.646960084494360217e+02,1.029483463369119905e-06,2.390752706943746926e-03,1.243143549753215199e-02
4.658724540404472236e+02,9.810279964737143199e-07,2.545025531307807450e-03,1.752208828842146196e-02
4.670488996314584256e+02,8.874134677641556506e-07,2.304584049852056223e-03,6.640424272831576581e-03
4.682253452224696844e+02,7.101496604196047965e-07,1.596544994106427473e-03,8.834181181707147570e-03
4.694017908134809431e+02,4.116117100832496542e-07,6.983047461761599916e-04,6.979939662393978318e-03
4.705782364044921451e+02,1.773624845548533847e-07,5.766346721747260583e-04,6.765301576320545580e-03
4.717546819955033470e+02,3.390093664052043551e-07,5.457658629518034703e-04,1.207600340540889057e-02
4.729311275865146058e+02,3.640747108164216426e-07,4.222316373663555656e-05,1.190072197404987674e-02
4.741075731775258646e+02,3.602494971270344429e-07,7.404332386342695480e-04,3.559226602995268704e-03
4.752840187685370665e+02,3.307530295427897205e-07,1.205651439105000916e-03,3.380024349678333300e-03
4.764604643595482685e+02,2.488270794375899565e-07,1.090604127697739545e-03,6.540527871483749721e-03
4.776369099505595273e+02,8.615929652406195709e-08,4.699828076975418522e-04,5.450546740657135139e-03
4.788133555415707860e+02,1.526725323107247753e-07,2.469228626897518883e-04,6.279472920406419835e-03
4.799898011325819880e+02,2.773361645534323509e-07,7.759627471362127559e-04,3.874974645878102517e-03
4.811662467235931899e+02,3.241147636434925461e-07,8.205640450765829550e-04,9.880267811350609830e-03
4.823426923146044487e+02,3.496031165427587356e-07,5.716370752291599806e-04,8.773174878363111315e-03
4.835191379056157075e+02,4.394641422285375716e-07,6.854840288954743227e-04,8.450073746479934075e-03
4.846955834966269094e+02,3.443780194057431593e-07,4.620264677392088939e-04,1.176855366576212356e-02
4.858720290876381114e+02,3.939969598998557625e-07,5.534919700435084406e-04,1.556734326127764620e-02
4.870484746786493702e+02,3.848202381037960962e-07,7.189043416124835540e-04,1.313585678251123073e-02
4.882249202696606289e+02,1.753303809214191666e-07,2.048154266845568917e-04,1.011730485004400104e-02
4.894013658606718309e+02,2.177178599598577449e-07,4.385306805572979257e-04,2.237927907980668315e-03
4.905778114516830328e+02,1.369032528596086926e-07,2.890819687591100469e-04,4.263072708595039978e-03
4.917542570426942916e+02,9.935735917071025210e-08,1.125926627541045083e-04,3.456379682845877807e-03
4.929307026337055504e+02,1.104507909982536931e-07,1.898828708877837860e-04,4.300724645487802658e-03
4.941071482247167523e+02,1.711900936626939672e-07,4.518329302766808768e-04,7.764766549543103934e-03
4.952835938157279543e+02,1.865091556857605467e-07,5.889508351025272547e-04,1.365296378468147144e-02
4.964600394067392131e+02,3.836307928089497793e-07,9.353136584817154514e-04,4.874207408478225395e-03
4.976364849977504718e+02,6.774985929199171144e-07,1.558988230412428587e-03,4.580700788974858585e-03
4.988129305887616738e+02,9.157689641462865616e-07,2.338849574566317317e-03,6.986163499670766663e-03
4.999893761797728757e+02,9.559159119662575359e-07,2.912728396550046551e-03,4.077866763204620465e-03
5.011658217707841345e+02,8.175661395610566295e-07,3.047492620076526319e-03,1.289359076670136550e-02
5.023422673617953933e+02,6.243637267339996069e-07,2.619178341775829210e-03,2.432217578093603255e-02
5.035187129528065952e+02,5.511669195085934939e-07,1.964427891549466558e-03,2.102487174698750363e-02
5.046951585438177972e+02,5.488219114734502411e-07,1.496236127429057938e-03,4.229260225503531090e-03
5.058716041348290560e+02,5.342623515879412645e-07,1.454159729929972158e-03,4.609437852048855165e-03
5.070480497258403147e+02,4.134636824396858167e-07,1.317802690371922035e-03,9.598638397885122034e-03
5.082244953168515167e+02,2.478053008636534186e-07,7.478475109506741835e-04,7.263486038655546199e-03
5.094009409078627186e+02,2.307284085774071375e-07,4.779857026070249678e-04,4.817058157297693030e-03
5.105773864988739774e+02,2.678550664118628486e-07,8.306048408554212933e-04,1.032349430922739446e-02
5.117538320898852362e+02,9.425173284849002569e-08,8.390457351896684355e-04,8.466891439358857283e-03
5.129302776808964381e+02,1.655553906984440067e-07,5.250071299752784477e-04,1.248056906044081593e-02
5.141067232719076401e+02,4.156375512165442294e-07,7.062359072629399498e-04,8.257119994247221276e-03
5.152831688629189557e+02,4.741977732428104838e-07,1.043893336564355326e-03,2.824672404569990216e-03
5.164596144539301577e+02,5.060521283772932489e-07,1.398036751326296821e-03,1.027753099304965813e-02
5.176360600449413596e+02,3.784136650784207111e-07,1.207753669288041433e-03,1.417107849711235143e-02
5.188125056359525615e+02,1.374969475883716870e-07,5.516959743535015774e-04,5.155032614259789231e-03
5.199889512269637635e+02,2.743721320909951009e-07,1.031047579499367759e-03,5.485504475289830484e-03
5.211653968179750791e+02,5.967170821810957122e-07,1.647555869240204104e-03,1.484791258887560974e-03
5.223418424089862810e+02,5.890657073816945508e-07,1.137660842657453337e-03,1.646542228857118470e-02
5.235182879999974830e+02,3.194823233354531667e-07,1.851150983065446296e-03,2.022809283250495346e-02
5.246947335910087986e+02,5.105791843537134558e-07,1.547489860841325940e-03,5.524894981163260693e-03
5.258711791820200006e+02,3.496049366418741747e-07,3.152399392640035242e-04,1.471826672077793802e-02
5.270476247730312025e+02,2.611568264744185659e-07,8.332897890166079328e-05,8.614666087846842638e-03
5.282240703640424044e+02,2.542274155948348303e-07,1.325422639316663231e-04,7.301465367406619923e-03
